Referencia;Sheet;1Q11;2Q11;3Q11;4Q11;2011;1Q12;2Q12;3Q12;4Q12;2012;1Q13;2Q13;3Q13;4Q13;2013;1Q14;2Q14;3Q14;4Q14;2014;1Q15;2Q15;3Q15;4Q15;2015;1Q16;2Q16;3Q16;4Q16;2016;1Q17;2Q17;3Q17;4Q17;2017;1Q18;2Q18;3Q18;4Q18;2018;1Q19;2Q19;3Q19;4Q19;2019;1Q20;2Q20;3Q20;4Q20;2020;1Q21;2Q21;3Q21;4Q21;2021;1Q22;2Q22;3Q22;4Q22;2022;1Q23;2Q23;3Q23
Reconciliação Gerencial - Amortização de ágio;InputSite_IncomeStatement;-8,38;-8,38;-5,58;-8,83;-31,17;-5,43;-170,02;-14,05;-277,91;-467,41;-45,20;-45,25;-48,68;-52,82;-191,94;-42,12;-43,89;-40,66;-34,27;-160,94;-46,49;-50,03;-55,67;-56,88;-209,07;-54,65;-54,26;-49,70;-85,19;-243,79;-97,28;-63,86;-64,85;-53,78;-279,77;-31,51;-35,66;-39,66;-39,70;-146,52;-36,85;-38,02;-39,41;-11,07;-125,35;-11,92;-15,36;-10,54;-26,55;-64,36;-30,57;-65,13;-90,72;-66,91;-253,33;-213,29;-196,53;-207,81;-221,17;-838,79;-232,82;-245,54;-203,14
Reconciliação Gerencial - Despesas tributárias, exceto imposto de renda;InputSite_IncomeStatement;-40,30;-42,42;-43,60;-50,70;-177,02;-49,77;-58,30;-62,74;-70,63;-241,44;-72,20;-66,06;-40,55;-87,74;-266,55;-38,81;-84,77;-82,18;51,21;-154,55;-118,61;-116,27;-98,88;-96,69;-430,45;-134,25;-94,44;-122,78;-19,25;-370,72;-88,83;-22,50;-63,59;-69,04;-243,97;-43,74;-55,98;-87,78;-85,27;-272,77;-66,44;-105,90;-126,00;-138,03;-436,37;-71,83;-132,46;-151,76;-84,04;-440,09;-153,14;-214,50;-187,56;-177,32;-732,52;-238,59;-230,76;-243,90;-255,05;-968,29;-235,38;-298,90;-282,08
Reconciliação Gerencial - Despesas operacionais totais;InputSite_IncomeStatement;-271,25;-267,09;-307,78;-380,54;-1226,66;-531,87;-730,59;-616,61;-867,33;-2746,40;-655,36;-502,17;-497,27;-873,42;-2528,22;-619,17;-755,77;-698,84;-656,17;-2729,95;-783,24;-1012,11;-1366,84;-1891,60;-5053,79;-1809,48;-1570,51;-858,65;-526,93;-4765,57;-702,41;-497,65;-705,23;-746,04;-2651,33;-571,61;-583,66;-595,71;-808,61;-2559,58;-641,38;-881,87;-857,09;-981,70;-3362,05;-650,45;-1036,45;-1084,09;-1031,32;-3802,31;-1198,61;-1543,76;-1637,15;-1339,83;-5719,35;-1910,99;-1943,12;-2020,05;-1881,59;-7755,75;-2122,18;-2386,01;-2367,72
Reconciliação Gerencial - Lucro antes dos impostos;InputSite_IncomeStatement;355,49;346,62;316,75;401,55;1420,41;707,64;605,20;708,58;851,98;2873,39;909,94;609,27;786,50;1062,05;3367,76;1201,54;858,22;998,02;764,63;3822,40;1260,61;1302,21;1415,57;2048,74;6027,13;1735,60;1079,75;721,39;494,81;4031,55;958,89;353,37;939,74;624,13;2876,13;738,54;654,67;659,39;740,38;2792,98;840,63;1299,52;1326,70;1504,46;4971,31;867,18;1446,03;1393,97;1794,05;5501,23;1597,20;2227,21;2208,17;2148,69;8181,28;2440,40;2569,68;2736,38;1744,85;9491,31;2680,66;3056,74;3292,12
Reconciliação Gerencial - Imposto de renda e contribuição social;InputSite_IncomeStatement;-147,23;-109,11;-162,55;475,45;56,56;-284,14;-83,31;-275,07;-169,66;-812,18;-419,10;149,20;-169,58;-258,53;-698,02;-264,80;12,91;-194,25;-7,02;-453,16;-323,33;-8,01;432,48;-504,77;-403,63;-727,09;-76,55;-4,32;184,98;-622,98;-238,82;149,18;-438,90;36,25;-492,29;-138,18;-32,20;-73,51;-187,93;-431,82;-165,66;-327,90;-324,14;-325,30;-1143,00;-99,26;-468,68;-392,09;-564,84;-1524,86;-420,71;-548,87;-465,04;-404,61;-1839,23;-497,82;-502,44;-548,65;-100,56;-1649,47;-547,44;-615,49;-669,57
Reconciliação Gerencial - Lucro líquido;InputSite_IncomeStatement;208,26;237,52;154,19;877,00;1476,97;423,50;521,89;433,51;682,32;2061,22;490,84;758,47;616,92;803,51;2669,74;936,74;871,13;803,77;757,60;3369,24;937,27;1294,20;1848,05;1543,97;5623,50;1008,51;1003,21;717,07;679,79;3408,58;720,07;502,56;500,83;660,38;2383,84;600,36;622,48;585,87;552,45;2361,16;674,97;971,62;1002,56;1179,16;3828,31;767,92;977,35;1001,88;1229,21;3976,37;1176,50;1678,34;1743,13;1744,08;6342,04;1942,58;2067,23;2187,73;1644,29;7841,84;2133,22;2441,25;2622,55
Ativo - Disponibilidades;InputSite_BalanceSheet;132,00;201,00;222,00;517,00;517,00;116,00;312,00;689,85;552,17;552,17;688,16;657,99;652,38;1074,03;1074,03;623,41;1264,54;1628,74;1585,25;1585,25;2281,17;1636,69;23061,11;20490,90;20490,90;19601,25;12808,18;572,18;674,11;674,11;899,68;1049,06;837,07;4347,21;4347,21;7293,13;2736,57;931,90;979,18;979,18;1224,32;1778,36;1056,63;1333,79;1333,79;2257,56;3682,12;3510,46;1794,06;1794,06;2606,66;5295,51;2513,13;3219,64;3219,64;3535,69;2489,02;2818,79;3068,95;3068,95;3239,32;3813,40;2283,26
Ativo - Aplicações interfinanceiras de liquidez;InputSite_BalanceSheet;27838,00;22272,00;36111,00;19584,00;19584,00;25167,00;26876,00;33035,65;23968,92;23968,92;41827,27;51251,85;43114,77;23812,33;23812,33;32434,33;33110,54;33886,69;37171,64;37171,64;35732,63;40315,44;41347,68;32586,54;32586,54;28650,40;34487,59;25178,14;20752,68;20752,68;26190,32;29725,68;25326,32;27792,29;27792,29;40948,96;49256,48;61326,37;43497,18;43497,18;53994,50;49030,97;32561,16;26945,28;26945,28;57779,81;61794,76;67204,02;51690,23;51690,23;47931,12;41838,75;55427,32;54140,78;54140,78;47938,75;53736,27;58237,52;74114,27;74114,27;78789,03;60410,95;72736,40
Ativo - Títulos e valores mobiliários e instrumentos financeiros derivativos;InputSite_BalanceSheet;27553,00;35227,00;47358,00;42894,00;42894,00;49508,00;65408,00;72375,09;74202,69;74202,69;70607,01;76453,78;79868,54;42657,21;42657,21;49012,26;53300,58;62264,72;67738,34;67738,34;76001,01;81466,77;96013,84;77669,00;77669,00;65911,82;63166,15;36768,22;37486,22;37486,22;44800,89;39599,29;38267,39;42288,03;42288,03;45464,87;42456,53;40510,32;29991,71;29991,71;73165,52;38194,70;40665,41;49035,51;49035,51;39364,96;48107,44;62706,79;83343,22;83343,22;87902,23;126670,74;156489,53;111514,49;111514,49;157664,21;164762,03;164981,76;138662,25;138662,25;171690,83;197870,15;208631,61
Ativo - Relações interfinanceiras;InputSite_BalanceSheet;117,00;273,00;833,00;877,00;877,00;1067,00;918,00;811,50;474,98;474,98;422,80;482,23;264,64;239,90;239,90;400,98;357,77;222,18;1163,98;1163,98;1133,14;1291,54;1687,43;1921,25;1921,25;1855,75;1960,05;1697,02;2235,32;2235,32;1996,70;1859,57;1541,36;1703,64;1703,64;1187,49;2247,29;2640,52;1635,63;1635,63;1163,68;2208,09;1240,18;1159,86;1159,86;569,26;2290,96;3817,11;5188,89;5188,89;5945,23;8549,51;9757,34;12737,22;12737,22;12624,43;16404,37;33467,51;23786,65;23786,65;18078,67;22279,71;25154,66
Ativo - Operações de crédito;InputSite_BalanceSheet;4788,00;5301,00;4900,00;4665,00;4665,00;4406,00;5187,00;6705,55;7268,58;7268,58;10482,45;11316,94;12072,31;15080,01;15080,01;13141,09;12942,96;15307,59;16202,98;16202,98;15850,92;16168,18;72079,70;55665,05;55665,05;50220,92;40318,87;9420,95;9513,36;9513,36;10162,71;11125,00;11937,66;13026,20;13026,20;14032,40;16321,85;16963,84;18219,56;18219,56;19564,61;21314,16;24330,36;27474,87;27474,87;30342,88;38550,64;45445,57;48783,64;48783,64;54397,80;87543,44;93898,15;99077,84;99077,84;102349,41;107121,15;108808,36;114623,02;114623,02;109751,92;107930,65;112798,76
Ativo - Outros créditos;InputSite_BalanceSheet;10656,00;10970,00;10332,00;12045,00;12045,00;13971,00;15930,50;14480,96;13316,66;13316,66;20015,81;23205,13;28765,57;32325,25;32325,25;33568,88;24700,76;27919,14;32282,33;32282,33;37930,46;31601,91;45656,09;57646,27;57646,27;48928,59;42885,51;31518,68;32315,46;32315,46;33095,54;29559,69;29973,15;31769,67;31769,67;31689,89;38247,80;35225,45;33867,43;33867,43;53616,76;52440,48;59467,32;50574,00;50574,00;60174,41;66043,35;60031,33;40125,63;40125,63;66786,70;54486,03;41927,04;51972,25;51972,25;53101,13;95733,61;57026,30;81814,72;81814,72;74291,62;67474,94;60432,41
Ativo - Outros valores e bens;InputSite_BalanceSheet;53,00;68,00;79,00;25,00;25,00;16,00;21,53;22,22;35,47;35,47;43,58;54,49;124,57;98,18;98,18;65,08;40,35;145,17;219,54;219,54;238,90;187,84;333,05;252,57;252,57;238,89;265,64;158,99;153,54;153,54;222,45;197,96;187,03;127,19;127,19;78,21;209,67;234,78;259,19;259,19;279,19;276,53;287,07;303,02;303,02;326,00;388,94;452,39;1070,31;1070,31;1209,53;1270,90;1773,60;1420,37;1420,37;1540,11;1495,80;1731,19;1751,91;1751,91;1767,52;1857,42;1874,47
Ativo - Ativo Permanente;InputSite_BalanceSheet;398,00;839,00;805,00;1405,00;1405,00;2651,00;2881,00;3137,45;3496,85;3496,85;3282,24;5146,17;5264,55;4514,43;4514,43;4299,38;4093,66;5106,49;6298,80;6298,80;7788,11;8336,87;10231,83;8317,10;8317,10;8321,56;7527,89;13714,15;8640,86;8640,86;7802,21;5996,40;5639,85;5537,38;5537,38;5639,12;5939,60;6022,55;9196,54;9196,54;8797,21;8386,43;8378,10;7556,31;7556,31;9542,17;9552,95;10044,22;12929,37;12929,37;13024,45;9540,47;10448,57;12060,09;12060,09;12595,33;13084,44;12833,28;12790,31;12790,31;12792,57;12914,92;12527,55
Ativo - Total do ativo;InputSite_BalanceSheet;71535,00;75151,00;100640,00;82012,00;82012,00;96902,00;117534,03;131258,27;123316,31;123316,31;147369,32;168568,59;170127,32;119801,33;119801,33;133545,42;129811,15;146480,71;162662,86;162662,86;176956,35;181005,24;290410,74;254548,68;254548,68;223729,19;203419,87;119028,33;111771,56;111771,56;125170,50;119112,65;113709,83;126591,61;126591,61;146334,06;157415,80;163855,73;137646,42;137646,42;211805,80;173629,73;167986,23;164382,63;164382,63;200357,05;230411,17;253211,89;244925,34;244925,34;279803,73;335195,34;372234,68;346142,67;346142,67;391349,06;454826,69;439904,72;450612,09;450612,09;470401,48;474552,15;496439,12
Passivo - Depósitos;InputSite_BalanceSheet;10637,00;12779,00;12836,00;14211,00;14211,00;15132,00;16372,00;16803,62;14624,01;14624,01;14664,20;18517,25;18423,12;17652,70;17652,70;18805,43;17903,98;19863,44;19292,30;19292,30;17153,44;16933,79;96994,03;86743,52;86743,52;75512,87;55175,07;9213,05;7690,82;7690,82;8762,71;8537,17;8322,74;9178,31;9178,31;19043,36;17824,94;25612,65;20950,09;20950,09;19973,31;25654,51;21059,59;22148,71;22148,71;24912,34;38428,60;52495,20;56964,33;56964,33;62793,80;97775,53;114133,12;109554,77;109554,77;107202,07;112604,01;115490,91;115749,67;115749,67;118309,72;124030,27;129491,00
Passivo - Captações no mercado aberto;InputSite_BalanceSheet;37032,00;26275,00;42474,00;39060,00;39060,00;47256,00;57280,00;60040,40;52650,67;52650,67;64648,60;76591,40;76351,23;31293,31;31293,31;34559,26;33606,90;32452,77;38400,36;38400,36;41703,58;49140,87;45108,54;20308,21;20308,21;17452,44;22493,09;22819,56;24903,97;24903,97;31608,87;32800,64;27635,67;33890,22;33890,22;41991,52;54714,32;56135,68;35574,99;35574,99;70250,42;42513,88;31541,58;35006,54;35006,54;55035,53;49940,44;56049,78;60161,90;60161,90;54066,09;62908,37;77420,39;60160,55;60160,55;75886,28;89337,94;98400,79;87139,33;87139,33;91991,67;98021,21;103659,55
Passivo - Recursos de aceites e emissão de títulos;InputSite_BalanceSheet;1467,00;5639,00;6837,00;3775,00;3775,00;4303,00;5012,40;6570,29;8480,09;8480,09;12525,96;14272,21;13977,31;14896,97;14896,97;15688,14;17506,00;18754,83;20783,77;20783,77;22375,33;23084,23;25042,22;19559,23;19559,23;17058,38;13994,31;11311,73;10335,70;10335,70;8945,60;8941,75;7964,67;10289,55;10289,55;10130,92;12427,26;14233,75;14396,30;14396,30;14845,78;16958,32;21270,02;22720,48;22720,48;24939,54;36217,27;41747,41;42314,11;42314,11;49174,08;57980,77;62281,70;57463,39;57463,39;60322,36;65807,49;69648,07;67944,68;67944,68;69351,11;68167,25;71190,29
Passivo - Relações interfinanceiras;InputSite_BalanceSheet;10,00;46,00;5,00;0,00;0,00;7,00;33,40;30,36;0,39;0,39;6,46;4,65;6,47;2,51;2,51;7,15;4,29;6,57;3,06;3,06;9,46;8,80;5,35;7,17;7,17;7,26;5,96;6,25;5,06;5,06;6,58;3,25;163,24;29,74;29,74;229,63;151,14;89,53;81,73;81,73;115,93;72,04;220,17;40,50;40,50;43,74;362,58;75,86;433,13;433,13;386,21;2462,07;2924,14;3801,74;3801,74;4076,12;3941,07;3913,91;3497,42;3497,42;3230,08;3650,43;3135,06
Passivo - Obrigações por empréstimos e repasses;InputSite_BalanceSheet;921,00;1381,00;2292,00;920,00;920,00;1451,00;1407,00;1760,71;1904,74;1904,74;1883,03;3397,70;4226,83;5080,47;5080,47;6185,20;5073,97;6050,61;6868,63;6868,63;9003,44;8084,15;12168,04;8097,62;8097,62;8292,91;6708,69;3886,25;3627,43;3627,43;3754,97;3902,19;4104,94;4729,93;4729,93;5202,12;5314,39;5372,84;4969,61;4969,61;5341,78;3796,35;4251,47;4178,90;4178,90;4889,58;4504,55;5251,93;6643,21;6643,21;6811,06;5822,56;8085,95;8997,27;8997,27;13959,24;14289,72;14829,77;17693,93;17693,93;14446,60;12659,71;12892,45
Passivo - Instrumentos financeiros derivativos;InputSite_BalanceSheet;1900,00;1836,00;5970,00;2954,00;2954,00;4310,00;7235,00;5976,58;8063,68;8063,68;9733,64;13064,83;10033,59;7493,43;7493,43;13351,58;18175,55;26409,89;30074,75;30074,75;36127,24;36906,44;43445,31;42326,97;42326,97;30691,77;31055,27;13632,24;9644,88;9644,88;15197,70;13371,22;13296,85;14161,77;14161,77;13556,18;6157,72;4234,58;2813,47;2813,47;4069,70;6173,36;5224,45;4171,82;4171,82;8134,87;10081,92;9706,08;7723,34;7723,34;6682,92;16558,78;24613,83;8120,10;8120,10;26229,57;18088,45;22647,02;13760,43;13760,43;38159,46;29784,95;38669,11
Passivo - Dívida subordinada;InputSite_BalanceSheet;0,00;0,00;0,00;4158,00;4158,00;4231,00;4486,00;6147,91;6246,11;6246,11;6313,60;6575,70;6616,54;6748,72;6748,72;6857,76;6966,17;10292,76;10916,39;10916,39;12202,14;12287,80;13006,63;13457,64;13457,64;8166,56;8044,02;7817,80;7282,99;7282,99;7296,01;6797,44;6721,63;6317,24;6317,24;6340,73;5836,11;5932,59;5266,16;5266,16;7780,17;5325,41;5796,49;4138,81;4138,81;2658,44;4205,59;4274,25;3430,65;3430,65;3688,59;2237,25;2373,45;2512,09;2512,09;2207,10;2262,79;534,29;580,62;580,62;579,83;560,39;535,67
Passivo - Outras obrigações;InputSite_BalanceSheet;13933,00;21312,00;24526,00;10350,00;10350,00;13329,00;16608,00;24379,56;21045,18;21045,18;26770,79;24688,33;28420,23;24019,46;24019,46;24599,37;16160,75;17441,34;20826,37;20826,37;22299,93;17610,10;34994,26;43795,31;43795,31;45812,84;44769,37;28737,63;30286,24;30286,24;30989,66;26385,86;26608,15;29218,19;29218,19;30860,69;35494,28;32790,00;34480,45;34480,45;69058,13;52149,93;57418,68;50069,42;50069,42;57244,39;60441,43;56848,65;39853,23;39853,23;64983,82;51858,17;40634,89;54635,72;54635,72;57853,13;102862,25;67408,37;97632,69;97632,69;85734,07;86238,36;85169,82
Passivo - Resultados de exercícios futuros;InputSite_BalanceSheet;34,00;34,00;32,00;32,00;32,00;29,00;55,00;70,47;111,92;111,92;146,44;140,85;109,20;151,85;151,85;113,45;128,04;128,77;171,14;171,14;182,05;186,40;340,54;310,38;310,38;174,93;145,71;148,97;141,78;141,78;136,97;155,90;142,22;120,57;120,57;110,04;148,00;136,66;130,03;130,03;141,61;175,09;178,14;169,03;169,03;155,32;282,85;292,40;275,49;275,49;244,35;278,81;385,91;382,20;382,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Passivo - Patrimônio líquido;InputSite_BalanceSheet;5601,00;5827,00;5646,00;6340,00;6340,00;6763,00;8954,00;9387,06;10101,47;10101,47;10592,15;11028,99;11649,57;12127,82;12127,82;13061,80;13479,58;14275,33;14733,33;14733,33;15522,28;16333,51;18919,30;19713,27;19713,27;20401,23;20882,17;21314,48;17727,22;17727,22;18337,83;18079,31;18609,30;18523,69;18523,69;18702,49;19218,98;19180,18;18844,93;18844,93;19449,08;20433,72;20821,09;21386,63;21386,63;22053,35;25627,62;26048,84;26680,66;26680,66;30414,35;35040,32;36259,35;37379,75;37379,75;39299,53;41358,74;42261,95;42371,77;42371,77;44207,59;46708,47;47772,33
Passivo - Participação de não controladores;InputSite_BalanceSheet;0,00;22,00;22,00;212,00;212,00;91,00;91,00;91,45;88,07;88,07;84,45;286,69;313,23;334,08;334,08;316,27;805,91;804,40;592,76;592,76;377,45;429,14;386,52;229,37;229,37;158,01;146,21;140,37;125,47;125,47;133,57;137,92;140,44;128,29;128,29;166,39;128,68;137,27;138,67;138,67;779,88;377,11;204,54;351,79;351,79;289,95;318,31;421,48;445,30;445,30;558,45;2272,70;3121,96;3135,10;3135,10;4313,65;4274,23;4769,64;4241,54;4241,54;4391,35;4731,10;3923,86
Passivo - Total do passivo;InputSite_BalanceSheet;71535,00;75151,00;100640,00;82012,00;82012,00;96902,00;117533,80;131258,31;123316,31;123316,31;147369,32;168568,59;170127,32;119801,33;119801,33;133545,42;129811,15;146480,71;162662,86;162662,86;176956,35;181005,24;290410,74;254548,68;254548,68;223729,19;203419,87;119028,33;111771,56;111771,56;125170,50;119112,65;113709,83;126587,50;126587,50;146334,06;157415,80;163855,73;137646,42;137646,42;211805,80;173629,73;167986,23;164382,63;164382,63;200357,05;230411,17;253211,89;244925,34;244925,34;279803,73;335195,34;372234,68;346142,67;346142,67;391349,06;454826,69;439904,72;450612,09;450612,09;470401,48;474552,15;496439,12
Passivo - Check;InputSite_BalanceSheet;0,00;0,00;0,00;0,00;0,00;0,00;-0,23;0,04;-0,00;-0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,00;-0,00;0,00;-0,00;-0,00;-0,00;-0,00;-0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4,12;-4,12;-0,00;0,00;0,00;0,00;0,00;-0,00;-0,00;-0,00;-0,00;-0,00;0,00;-0,00;-0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-;0,00;0,00
RWA - Risco de Crédito;InputSite_RegulatoryCapital;-;-;-;-;31411,28;32517,17;36971,47;42090,55;49705,79;49705,79;49297,82;55266,84;54476,39;57562,79;57562,79;57357,07;58254,43;61610,31;69736,32;69736,32;72299,86;76468,91;131926,60;125148,54;125148,54;115213,29;106651,16;98304,58;55813,61;55813,61;54162,33;53411,55;54329,77;56089,43;56089,43;55862,37;57021,78;56119,40;52997,71;52997,71;53500,00;59624,08;65691,44;70166,11;70166,11;76582,04;97678,92;110386,60;120955,91;120955,91;136582,11;167996,50;183477,56;203488,40;203488,40;200441,45;217954,82;224504,93;236523,53;236523,53;234759,39;240847,10;229711,83
RWA - Pré;InputSite_RegulatoryCapital;-;-;-;-;2399,27;6651,08;6473,80;8679,90;10660,51;10660,51;5439,50;3648,42;7515,31;11811,96;11811,96;6195,01;12358,86;2374,61;2927,14;2927,14;3985,55;3062,31;14031,67;3088,75;3088,75;9618,16;16206,90;11186,27;8824,72;8824,72;13862,53;15031,08;17754,54;8658,97;8658,97;6449,15;3443,37;806,76;10586,03;10586,03;15001,00;36604,00;37082,69;48210,70;48210,70;4689,19;3979,76;14572,01;4722,78;4722,78;10878,10;5373,16;1964,17;2866,16;2866,16;3983,87;2501,53;18982,82;5817,25;5817,25;6329,18;40252,83;22610,48
RWA - Cupom Cambial;InputSite_RegulatoryCapital;-;-;-;-;1073,80;1896,26;2538,23;3746,17;4495,71;4495,71;4166,93;7595,48;5531,11;7195,83;7195,83;6512,44;7182,70;9920,04;11825,48;11825,48;12476,20;10072,15;9317,28;12121,22;12121,22;6904,44;7249,45;8417,60;5528,52;5528,52;8018,50;8606,22;11172,21;7693,77;7693,77;6447,40;6091,52;8475,56;6288,99;6288,99;6549,00;7332,55;5965,56;3226,99;3226,99;7435,35;5917,27;4677,74;4918,36;4918,36;5128,18;3108,57;4118,98;5761,49;5761,49;8102,99;10730,36;8965,45;11418,81;11418,81;10097,44;8471,33;14457,47
RWA - Inflação;InputSite_RegulatoryCapital;-;-;-;-;5432,88;3756,82;8767,20;5848,87;5928,24;5928,24;2777,12;6510,59;4745,22;2920,07;2920,07;2682,77;3411,05;6821,58;6137,05;6137,05;6596,80;6861,59;3833,15;2435,94;2435,94;2163,54;1618,47;6438,06;4608,54;4608,54;2720,14;1473,07;1331,15;1575,10;1575,10;1616,42;1053,09;1407,46;966,70;966,70;2352,00;1673,08;2734,64;2957,34;2957,34;2410,88;2450,68;1146,70;1344,74;1344,74;2124,71;4234,54;6025,39;3766,14;3766,14;5917,17;5965,66;8740,77;7934,46;7934,46;7159,85;3691,72;6085,31
RWA - Taxas de Juros;InputSite_RegulatoryCapital;-;-;-;-;328,72;986,12;3434,26;2051,95;1904,56;1904,56;7347,39;0,00;139,60;129,48;129,48;143,30;57,04;69,92;59,31;59,31;58,59;59,16;53,80;27,05;27,05;29,78;28,49;26,47;27,08;27,08;28,16;25,49;24,13;22,45;22,45;22,84;47,15;24,78;21,86;21,86;24,00;16,95;14,88;11,40;11,40;9,90;8,47;7,11;5,79;5,79;4,58;3,52;2,57;1,80;1,80;1,19;0,69;0,31;0,09;0,09;0,00;0,00;0,00
RWA - Cambial;InputSite_RegulatoryCapital;-;-;-;-;0,00;2757,31;1274,63;0,00;0,00;0,00;2173,65;0,00;6201,92;0,00;0,00;1393,72;1001,29;1324,67;2933,80;2933,80;2489,87;2313,00;1764,76;6875,58;6875,58;3880,65;2179,13;4227,16;2943,56;2943,56;2020,64;1518,67;6918,43;2349,90;2349,90;1208,21;1246,73;1252,55;1597,66;1597,66;3097,00;2166,38;2454,49;1675,70;1675,70;4842,93;3543,37;1133,10;11134,82;11134,82;2970,70;1962,72;588,33;817,05;817,05;1080,06;1067,51;1026,64;5993,80;5993,80;1195,50;1397,16;5894,03
RWA - Commodities;InputSite_RegulatoryCapital;-;-;-;-;1089,61;1645,77;1873,90;3047,06;2743,91;2743,91;2909,04;2929,52;1163,23;5429,87;5429,87;14247,19;15105,29;16580,87;19090,01;19090,01;23197,22;26045,17;11451,85;16396,58;16396,58;17831,82;38436,50;24124,61;4984,53;4984,53;4251,33;3703,54;3929,43;4905,55;4905,55;4926,69;5020,60;4619,03;3532,10;3532,10;4526,00;6088,79;6114,90;4786,76;4786,76;3950,59;4083,59;3760,76;2578,70;2578,70;2890,64;6258,98;8033,07;8428,14;8428,14;13757,64;14425,80;11127,04;12832,63;12832,63;14082,12;18467,43;19309,14
RWA - Ações;InputSite_RegulatoryCapital;-;-;-;-;1250,77;2132,99;1860,18;2229,16;2960,68;2960,68;5216,92;3815,38;4890,82;4273,97;4273,97;4014,58;4594,00;4055,82;3385,70;3385,70;3987,86;3947,71;3646,52;3535,96;3535,96;5495,28;5119,91;4693,59;5039,92;5039,92;7403,78;7045,34;10024,49;9087,35;9087,35;11877,21;7052,22;6714,85;9516,52;9516,52;8816,00;9270,95;10343,30;9370,50;9370,50;7554,07;9712,56;9783,59;4228,07;4228,07;5894,14;4357,52;4357,13;5170,25;5170,25;6290,24;5241,74;3870,30;4360,36;4360,36;6094,05;6792,48;7296,72
RWA - CVA;InputSite_RegulatoryCapital;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3964,11
RWA - Risco de Mercado;InputSite_RegulatoryCapital;-;-;-;-;11575,06;19826,35;26222,20;25603,11;28693,62;28693,62;30030,55;24499,38;30187,21;31761,18;31761,18;35189,00;43710,24;41147,51;46358,49;46358,49;52792,09;52361,09;44099,04;44481,08;44481,08;45923,67;70838,86;59113,77;31956,85;31956,85;38305,08;37403,40;51154,37;34293,10;34293,10;32547,91;23954,69;23300,98;32509,86;32509,86;40365,00;63152,69;64710,46;70239,39;70239,39;30892,90;29695,71;35081,01;28933,26;28933,26;29891,05;25299,01;25089,62;26811,04;26811,04;39133,16;39933,30;52713,32;48357,39;48357,39;44958,14;79072,95;79617,27
RWA - Risco Operacional;InputSite_RegulatoryCapital;-;-;-;-;2351,88;2351,88;1759,85;1759,85;1759,85;1759,85;2865,21;2865,21;3626,44;3626,44;3626,44;6315,04;6315,04;5862,09;5862,09;5862,09;5409,49;5409,49;758,55;758,55;758,55;2167,32;2167,32;3385,97;3385,97;3385,97;7080,09;7080,09;4615,86;4615,86;4615,86;9308,51;8934,20;4370,62;4370,62;4370,62;6958,00;6958,23;5938,51;5938,51;5938,51;7959,32;7959,32;7025,25;7025,25;7025,25;9943,02;9943,02;17193,88;17193,88;17193,88;23555,30;23555,30;23527,60;23527,60;23527,60;25615,02;25615,02;29844,61
RWA - RWA;InputSite_RegulatoryCapital;-;-;-;-;45338,22;54695,41;64953,52;69453,52;80159,26;80159,26;82193,59;82631,43;88290,04;92950,41;92950,41;98861,11;108279,71;108619,91;121956,91;121956,91;130501,44;134239,49;176784,19;170388,17;170388,17;163304,29;179657,34;160804,32;91156,43;91156,43;99547,50;97895,04;110100,00;94998,39;94998,39;97718,79;89910,68;83791,01;89878,19;89878,19;100823,00;129735,00;136340,41;146344,01;146344,01;115434,26;135333,95;152492,87;156914,43;156914,43;176416,18;203238,53;225761,06;247493,32;247493,32;263129,90;281443,41;300745,85;308408,51;308408,51;305332,55;345535,08;339173,71
Patrimônio de Referência - Nível I;InputSite_RegulatoryCapital;-;-;-;-;6331,06;6732,37;8923,92;9349,76;10057,46;10057,46;10540,47;10967,66;11586,43;11375,53;11375,53;12339,01;12741,75;12807,96;16736,91;16736,91;17405,73;18385,99;20536,80;22348,82;22348,82;21845,60;22027,52;22875,14;16216,25;16216,25;16506,81;15710,16;16389,63;14773,24;14773,24;13662,74;13485,34;12778,82;13073,23;13073,23;13909,00;15639,05;16510,65;17819,47;17819,47;17662,41;21642,35;21905,70;22087,71;22087,71;26842,80;31212,87;32539,24;33657,72;33657,72;34791,99;37608,18;39068,10;39349,82;39349,82;40209,07;42722,74;44320,92
Patrimônio de Referência - Capital Principal;InputSite_RegulatoryCapital;-;-;-;-;6331,06;6732,37;8923,92;9349,76;10057,46;10057,46;10540,47;10967,66;11586,43;12074,45;12074,45;13007,34;13386,61;14183,14;14612,01;14612,01;14613,75;15643,56;16776,87;19713,26;19713,26;17259,71;17802,26;18691,61;11924,48;11924,48;12423,54;11353,73;12306,88;11752,63;11752,63;10678,52;9949,69;9184,88;9519,31;9519,31;10411,00;12124,20;16125,65;17819,47;17819,47;17281,60;21262,10;21529,28;21710,36;21710,36;26468,34;30829,23;32157,33;33266,89;33266,89;34407,20;37208,62;38680,63;38920,98;38920,98;39785,44;42284,46;43897,10
